epoch,loss,predictions_etc_loss,predictions_etc_mse,predictions_exp_accuracy,predictions_exp_loss,val_loss,val_predictions_etc_loss,val_predictions_etc_mse,val_predictions_exp_accuracy,val_predictions_exp_loss
12,0.8822756409645081,0.09126515686511993,0.09126515686511993,0.7340445518493652,0.7649492621421814,2.3049960136413574,0.21995152533054352,0.21995152533054352,0.35408851504325867,2.0602450370788574
13,0.8753706216812134,0.09047573059797287,0.09047573059797287,0.7353350520133972,0.7590951323509216,2.128523111343384,0.18032479286193848,0.18032479286193848,0.40585145354270935,1.9231958389282227
14,0.8684858679771423,0.08982492983341217,0.08982492983341217,0.7375612258911133,0.7528926134109497,2.191255807876587,0.1502777636051178,0.1502777636051178,0.3438359498977661,2.0159592628479004
15,0.862341046333313,0.08921804279088974,0.08921804279088974,0.7400378584861755,0.7476686239242554,2.6077919006347656,0.20572896301746368,0.20572896301746368,0.3265816569328308,2.377206802368164
16,0.8576720356941223,0.0889095813035965,0.0889095813035965,0.7404239773750305,0.7434679269790649,2.684391736984253,0.20631030201911926,0.20631030201911926,0.3173293471336365,2.4534664154052734
17,0.8529491424560547,0.08826486021280289,0.08826486021280289,0.7421736121177673,0.739679217338562,2.1341445446014404,0.1677238643169403,0.1677238643169403,0.37584397196769714,1.9418971538543701
18,0.8488137722015381,0.08788090944290161,0.08788090944290161,0.7435927987098694,0.736091673374176,2.1911208629608154,0.1889069676399231,0.1889069676399231,0.3865966498851776,1.9784899950027466
19,0.8456719517707825,0.08758755028247833,0.08758755028247833,0.7440519332885742,0.7333797216415405,1.9702426195144653,0.16203655302524567,0.16203655302524567,0.4043510854244232,1.7846508026123047
20,0.8408775925636292,0.08712568879127502,0.08712568879127502,0.7457424402236938,0.7291950583457947,2.332235813140869,0.18488749861717224,0.18488749861717224,0.34858715534210205,2.1235334873199463
21,0.8386251926422119,0.08679656684398651,0.08679656684398651,0.7456172108650208,0.7275175452232361,1.9501088857650757,0.17317333817481995,0.17317333817481995,0.43535885214805603,1.753861665725708
22,0.8346446752548218,0.08643761277198792,0.08643761277198792,0.7476451396942139,0.7239966988563538,2.0865590572357178,0.17486760020256042,0.17486760020256042,0.403350830078125,1.8884977102279663
23,0.8317024111747742,0.0863008201122284,0.0863008201122284,0.7475407719612122,0.721277117729187,2.32147479057312,0.21315410733222961,0.21315410733222961,0.3593398332595825,2.0845224857330322
24,0.8299299478530884,0.08594091981649399,0.08594091981649399,0.7485112547874451,0.7199416756629944,2.3288931846618652,0.2772276997566223,0.2772276997566223,0.3778444528579712,2.0282537937164307
25,0.8278912305831909,0.08560354262590408,0.08560354262590408,0.7491721510887146,0.7182466983795166,2.166828155517578,0.15977966785430908,0.15977966785430908,0.3693423271179199,1.984087586402893
26,0.8242484927177429,0.08535921573638916,0.08535921573638916,0.7492486834526062,0.7149293422698975,2.035163164138794,0.18777792155742645,0.18777792155742645,0.39809951186180115,1.8238561153411865
27,0.8216981887817383,0.0852091833949089,0.0852091833949089,0.7510400414466858,0.7127063274383545,1.993496298789978,0.17533354461193085,0.17533354461193085,0.436609148979187,1.7938308715820312
28,0.8200103640556335,0.08506076037883759,0.08506076037883759,0.7519478797912598,0.711079478263855,2.6690847873687744,0.23057754337787628,0.23057754337787628,0.35958990454673767,2.4157419204711914
29,0.8171206116676331,0.08478828519582748,0.08478828519582748,0.7524175047874451,0.7087435722351074,2.3272337913513184,0.16725099086761475,0.16725099086761475,0.363340824842453,2.1372594833374023
30,0.8148940205574036,0.08444367349147797,0.08444367349147797,0.7530922889709473,0.7069105505943298,2.019843101501465,0.19110921025276184,0.19110921025276184,0.4183546006679535,1.805643081665039
31,0.8133652806282043,0.08446180075407028,0.08446180075407028,0.7534297108650208,0.7054619193077087,1.9858273267745972,0.1698557734489441,0.1698557734489441,0.42360588908195496,1.792276382446289
32,0.8116025328636169,0.08421716094017029,0.08421716094017029,0.7541845440864563,0.7039564847946167,2.2221298217773438,0.19163720309734344,0.19163720309734344,0.38534632325172424,2.0078911781311035
33,0.8099188208580017,0.08404583483934402,0.08404583483934402,0.7545671463012695,0.7025126814842224,2.030174493789673,0.20343053340911865,0.20343053340911865,0.4116029143333435,1.803093433380127
34,0.772998571395874,0.08085742592811584,0.08085742592811584,0.7662824392318726,0.6686243414878845,1.9796791076660156,0.1759205460548401,0.1759205460548401,0.436609148979187,1.7803198099136353
35,0.7671007513999939,0.08040013909339905,0.08040013909339905,0.7680529356002808,0.6633993983268738,1.9656797647476196,0.1681886911392212,0.1681886911392212,0.4361090362071991,1.7744406461715698
36,0.764914333820343,0.08027499169111252,0.08027499169111252,0.7690094709396362,0.6616498231887817,2.0620718002319336,0.1709882766008377,0.1709882766008377,0.410102516412735,1.8681350946426392
